 CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
10318;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;EDELSINNSTRASSE, 7-11   VIENNA AUSTRIA;DANNI; 
40216;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-08-08;9999-12-31;HDI VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STUROVA 11 (811 02)  BRATISLAVA SLOVACCA, REPUBBLICA;DANNI; 
40214;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-08-08;9999-12-31;HDI VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;JUGOSLÀVSKÀ 620/29 (120 00)  PRAGA CECA, REPUBBLICA;DANNI; 
40493;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2012-10-05;9999-12-31;HELVETIA ASSURANCES SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;25 QUAI  LAMANDE  (76600 )  LE HAVRE FRANCIA;DANNI; 
10854;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HELVETIA GLOBAL SOLUTIONS LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ÄULESTRASSE 60 - 9490  VADUZ LIECHTENSTEIN;DANNI; 
10292;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HELVETIA VERSICHERUNGEN AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HOHERMARKT 10-11  VIENNA AUSTRIA;MISTA; 
10930;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HELVETIA VERSICHERUNGS-AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BERLINER STRAßE 56-58  FRANCOFORTE SUL MENO GERMANIA;DANNI; 
40703;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-05-11;9999-12-31;HILLWOOD LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;183 ARGALI HOUSE, TRIQ IL-FORTIZZA, MST 1858  MOSTA MALTA;DANNI; 
40883;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/MIGUEL ANGEL 11 4A MADRID  MADRID SPAGNA;DANNI; 
40882;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;EDIFICIO ATRIUM SALDANHA PRACA DUQUE DE SALDANHA N. 1, 5  (1050 - 094  )  LISBONA PORTOGALLO;DANNI; 
40881;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ARENT JANSZOON ERNSTSTRAAT 595B  (1082 LD)  AMSTERDAM PAESI BASSI;DANNI; 
40879;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ARNULFSTRASSE 31  (80636 )  MONACO DI BAVIERA GERMANIA;DANNI; 
40878;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;38 AVENUE DE L'OPÈRA 2EME ETAGE ( 75002)  PARIGI FRANCIA;DANNI; 
40877;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DU BOURGET, BOURGETLAAN 42 B8   (B-1130)  BRUXELLES BELGIO;DANNI; 
40876;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;35F, AVENUE JOHN F. KENNEDY (L- 1855 )  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40880;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-11-28;9999-12-31;HISCOX SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;THE OBSERVATORY 7-11 SIR JOHN ROGERSON'S QUAY  (2 DUBLIN)  DUBLINO IRLANDA;DANNI; 
40622;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-02-16;9999-12-31;HOLMIA LIVFÖRSÄKRING AB; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O TRYGG-HANSA FÖRSÄKRINGSAKTIEBOLAG  (106 26)  STOCCOLMA SVEZIA;VITA; 
41070;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-07-23;9999-12-31;HRVATSKO KREDITNO OSIGURANJE D.D.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEDNJANSKA 14 - 10 000  ZAGABRIA CROAZIA;DANNI; 
40599;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-11-03;9999-12-31;HSBC LIFE ASSURANCE (MALTA) LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;80, MILL STREET  (QRM 3101)  QORMI MALTA;VITA; 
20200;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HSBC VIE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;15, RUE VERNET   PARIGI FRANCIA;VITA; 
10864;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HÜBENER VERSICHERUNGS-AKTIENGESELLSCHAFT AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BALLINDAMM 37   AMBURGO GERMANIA;DANNI; 
40717;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-10-25;9999-12-31;ICARE ASSURANCE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;93 RUE NATIONALE   BOULOGNE BILLANCOURT FRANCIA;DANNI; 
40146;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-16;9999-12-31;IDA INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DAN BUILDING, SIR UGO MIFSUD STREET - XBX 1103  TA' XBIEX MALTA;DANNI; 
10764;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;IF P&C INSURANCE AS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LÕÕTSA 8A  TALLINN ESTONIA;DANNI; 
10510;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;IF SKADEFORSAKRING AB (IF P&C INSURANCE LTD PUBL); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STAMHOLMEN 159 HVIDOVRE  HVIDOVRE DANIMARCA;DANNI; 
10512;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;IF SKADEFORSAKRING AB (IF P&C INSURANCE LTD PUBL); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;P.O. BOX 240 N - 1326  LYSAKER NORVEGIA;DANNI; 
10295;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;IF SKADEFORSAKRING AB (IF P&C INSURANCE LTD PUBL); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;103 50 STOCKHOLM  STOCCOLMA SVEZIA;DANNI; 
40393;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-06-01;9999-12-31;IMA ASSURANCES; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;118 AVENUE DE PARIS (BP 8000)  NIORT FRANCIA;DANNI; 
20131;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INCHIARO LIFE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;4, CLARE STREET  DUBLINO IRLANDA;VITA; 
10294;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INDUSTRIA FORSAKRINGSAKTIEBOLAG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;P.O. BOX 7831-S 10523 STOCKHOLM  STOCCOLMA SVEZIA;DANNI; 
10422;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INDUSTRIFORSIKRING AS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DRAMMESVEIN 264 N  OSLO NORVEGIA;DANNI; 
40760;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-08-08;9999-12-31;INSURANCE COMPANY ASSET INSURANCE AD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;81-83 "TODOR ALEKSANDROV" BLVD  SOFIA BULGARIA;DANNI; 
40637;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-07-21;9999-12-31;INSURANCE COMPANY EUROINS LIFE EAD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;43, CHRISTOPHER COLUMBUS BLVD.  SOFIA BULGARIA;VITA; 
40667;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-01-22;9999-12-31;INSURANCE JSC DALLBOGG: LIFE AND HEALTH; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1 "G.M. DIMITROV" STR.  SOFIA BULGARIA;DANNI; 
40628;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-04-29;9999-12-31;INTER ALLGEMEINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ERZBERGESTRASSE 9-15  MANNHEIM GERMANIA;DANNI; 
10467;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INTER KRANKENVERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ERZBERGESTRASSE 9/15  (68165 )  MANNHEIM GERMANIA;DANNI; 
10811;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INTER PARTNER ASSISTANCE SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOULEVARD DES FRÈRES VOISINS 12 BIS  ISSY-LES-MOULINEAUX FRANCIA;DANNI; 
40225;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-10-01;9999-12-31;INTER PARTNER ASSISTANCE SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARY STREET 10/11  DUBLINO IRLANDA;DANNI; 
40387;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-03-21;9999-12-31;INTER PARTNER ASSISTANCE SA;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;7 BOULEVARD DU RÉGENT,  BRUXELLES BELGIO;DANNI; 
10768;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INTER PARTNER ASSISTANCE SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BAHNHOFSTRASSE, 19   GRAFELFING GERMANIA;DANNI; 
20144;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INTERNATIONAL CREDIT MUTUEL LIFE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;9, BOULEVARD PRINCE HENRI  LUSSEMBURGO LUSSEMBURGO;VITA; 
41069;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-07-16;9999-12-31;INTERNATIONAL GENERAL INSURANCE COMPANY (EUROPE) SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;3RD FL., DEVELOPMENT HOUSE, ST. ANNE STREET  FLORIANA MALTA;DANNI; 
40769;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-10-26;9999-12-31;INTERPOLIS ZORGVERZEKERINGEN N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DELLAERTWEG 1 (2316 WZ)  LEIDEN PAESI BASSI;DANNI; 
10496;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INTERRISK VERSICHERUNGS - AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HAGENAUER STRASSE, 53-55  (65203 )  WIESBADEN GERMANIA;DANNI; 
20106;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INTESA SANPAOLO LIFE DESIGNATED ACTIVITY COMPANY; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;INTERNATIONAL HOUSE, 3 HARBOURMASTER PLACE  DUBLINO IRLANDA;VITA;COMUNICAZIONI.INTESASANPAOLOLIFE@PEC.IT
40586;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-09-04;9999-12-31;INTÉGRALE LUXEMBOURG S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;4-6 AVENUE DE LA GARE  LUSSEMBURGO LUSSEMBURGO;VITA; 
10598;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;INVERALMOND INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O MARSH MANAGEMENT SERVICES (DUBLIN) LTD. GROUND FLOOR, CHARLOTTE HOUSE, CHARLEMONT STREET DUBLIN 2 IRELAND D02 NV26  DUBLINO IRLANDA;DANNI; 
41029;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-04-27;9999-12-31;IPTIQ EMEA P&C SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEDERLASSUNG DEUTSCHLAND ARABELLASTRASSE 30  MONACO DI BAVIERA GERMANIA;DANNI; 
40590;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-09-22;9999-12-31;IPTIQ LIFE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DIESELSTRASSE 11  UNTERFOHRING GERMANIA;VITA; 
40593;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-09-22;9999-12-31;IPTIQ LIFE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;EASTGATE ROAD, EASTGATE BUSINESS PARK - LITTLE ISLAND, COUNTY CORK    IRLANDA;VITA; 
40591;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-09-22;9999-12-31;IPTIQ LIFE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CAPELLALAAN 65 2132JL  HOOFDDORP PAESI BASSI;VITA; 
40604;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-12-15;9999-12-31;IRISH LIFE ASSURANCE PLC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LOWER ABBEY STREET  (DUBLIN 1)  DUBLINO IRLANDA;VITA; 
40657;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-12-14;9999-12-31;IZA ZORGVERZEKERAAR N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEUWE STATIONSSTRAAT 12 (6811 KS)  ARNHEM PAESI BASSI;DANNI; 
40656;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-12-14;9999-12-31;IZZ ZORGVERZEKERAAR N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEUWE STATIONSSTRAAT 12 (6811 KS)  ARNHEM PAESI BASSI;DANNI; 
40985;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-08-01;9999-12-31;JSIC ?OZK ? INSURANCE? JSC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;7, SVETA SOFIA STR.  SOFIA BULGARIA;DANNI; 
10707;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;JUSTITIA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PLANTIN EN MORETUSLEI 301   ANVERSA BELGIO;DANNI; 
10813;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;KINGFISHER INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILLIS TOWERS WATSON HOUSE ELM PARK MERRIOD ROAD   DUBLINO IRLANDA;DANNI; 
40799;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-03-14;9999-12-31;KLPP INSURANCE & REINSURANCE COMPANY LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;3RD FLOOR, METIS TOWER, 28 OCTOBER AVENUE, 363  LIMASSOL CIPRO;DANNI; 
41052;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-03-24;9999-12-31;KOMUNÁLNA POIST'OVNA, A.S. VIENNA INSURANCE GROUP; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STEFANIKOVA 17 - 811 05  BRATISLAVA SLOVACCA, REPUBBLICA;MISTA; 
40406;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-07-19;9999-12-31;KOOPERATIVA POJIST'OVNA, A.S. VIENNA INSURANCE GROUP; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TEMPLOVA, 747  PRAGA CECA, REPUBBLICA;DANNI; 
40284;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-07-14;9999-12-31;KRAVAG-LOGISTIC VERSICHERUNGS AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HEIDENKAMPSWEG 102  AMBURGO GERMANIA;DANNI; 
40424;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-10-20;9999-12-31;KUKE KORPORACJA UBEZPIECZEN KREDYTOW EKSPORTOWYCH SPOLKA AKCYJNA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;UL. KRUCZA 50 00-025  VARSAVIA POLONIA;DANNI; 
10699;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;KÄRNTNER LANDESVERSICHERUNG AUF GEGENSEITIGKEIT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DOMGASSE 21  KLAGENFURT AUSTRIA;MISTA; 
40322;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-02-17;9999-12-31;L'EQUITE ASSURANCES; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 RUE PILLET-WILL  PARIGI FRANCIA;DANNI; 
40948;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-03-08;9999-12-31;LA MONDIALE (LM); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;32, AVENUE ÉMILE ZOLA  MONS-EN-BAROEUIL FRANCIA;VITA; 
20093;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;LA MONDIALE EUROPARTNER S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ATRIUM BUSINESS PARK - 23, RUE DU PUITS ROMAIN  LUSSEMBURGO LUSSEMBURGO;VITA; 
40949;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-03-08;9999-12-31;LA MONDIALE PARTENAIRE (LMP); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;104 -110 BOULEVARD HAUSSMANN  PARIGI FRANCIA;VITA; 
